name,sku,selling_price,original_price,currency,availability,color,category,source,breadcrumbs,description,brand,country,language,average_rating,reviews_count
Postmove Shoes,H00465,56,$70 ,USD,InStock,White,Shoes,adidas United States,Men/Shoes,"Take inspiration from the original adidas Forum. Lace up these basketball shoes for a throwback look you can rock all over town. Enjoy pillowy-soft midsole cushioning as soon as you slip your feet in.,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.5,72
Ozelia Shoes,GX3667,90,$100 ,USD,InStock,Black,Shoes,adidas United States,Men/Shoes,"Remember the '90s? That era of flourishing technology and loud style? The inspiration for these adidas shoes starts there. Borrowing a progressive spirit from the past, they step boldly into the present with a sleek, fast look. But when you wear them, you actually look ready for the future. Thick Adiprene cushioning helps take you there in comfort.",adidas,USA,en,4.7,344
HER Studio London Adilette Slides,H00569,32,$45 ,USD,InStock,Red,Shoes,adidas United States,Women/Shoes,"The adidas Adilette Slides have always been about ease. Rushed for time? It takes seconds to slip them on. And style? Well, HER Studio London went ahead and took that even further with metallic pops clashing with checkered flashes.,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.4,207
Cloudfoam Pure 2.0  Shoes,GV7307,56,$70 ,USD,InStock,White,Shoes,adidas United States,Women/Shoes,"Step into these shoes for crisp, clean style and comfort. Thanks to their heritage adidas vibes, these running-inspired trainers make it easy to look calm, cool and collected. Whether you're hanging out with friends or trying not to get frazzled as you tick off your weekend to-do list, stay comfortable through it all. ,,This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,en,4.4,594
Adilette Slides,GV7757,32,$45 ,USD,InStock,White,Shoes,adidas United States,Women/Shoes,"By the pool or on the street, slip into the legendary adidas slides that made sport sandals a style go-to. Soft color fades into a second color on the soft jelly bandage upper. The contoured footbed delivers the stability the Adilette is famous for.",adidas,USA,en,4.4,207
Ozelia Shoes,GX3631,90,$100 ,USD,InStock,Green,Shoes,adidas United States,Men/Shoes,"The best of the '90s isn't just on late night-television reruns. It's also here, distilled into these Ozelia Shoes. Loud and expressive, just like the era, they have a futuristic look fueled by adidas running DNA. Adiprene cushioning makes sure that wherever you're heading, you feel good long after you get there.",adidas,USA,en,4.7,344
Pureboost 21 Shoes,GY5099,91,$130 ,USD,InStock,White,Shoes,adidas United States,Men/Shoes,"A training plan is only as good as the effort you put into its execution. These adidas running shoes support your dedication with the incredible energy-return of Boost. The upper is made with recycled materials, so your run will feel great in more ways than one. ,,This shoe is made with high-performance recycled materials and features an upper made with 50% recycled content.",adidas,USA,en,4.2,77
Adilette Slides,H00141,32,$45 ,USD,InStock,Black,Shoes,adidas United States,Women/Shoes,You can still wear these adidas slides in cool weather. Just add socks and rock it. Flowers up top are sure to keep you dreaming of sunny days and poolside lounging. When the sun finally does come out? These are ready for it.,adidas,USA,en,4.4,207
Marimekko Adilette Slides,GW7536,32,$45 ,USD,InStock,Black,Shoes,adidas United States,Women/Shoes,"When it comes to female empowerment, Marimekko doesn't just champion it, the Finnish brand was founded on it. On these Adilette slides two of our signature styles come together in a splash of colors. The classic adidas silhouette gets completely refreshed with the expressive wave graphic Marimekko created back in 1965. Still going strong.",adidas,USA,en,4.4,207
Adilette Slides,FX5923,32,$45 ,USD,InStock,Black,Shoes,adidas United States,Women/Shoes,Slip on these adidas slides over a pair of socks and take your favorite footwear outside. A polka-dot print on the soft bandage upper gives them a summery feel.,adidas,USA,en,4.4,207
Ozelia Shoes,H04248,90,$100 ,USD,InStock,White,Shoes,adidas United States,Men/Shoes,"We may be a long way from the '90s, but these Ozelia Shoes are rooted in that loud, experimental era. Inspired by the adidas archives, the bold sneakers have a chunky build that's all about being noticed. They're sleek with a fast look, and when your days are fast-paced, the Adiprene cushioning helps out on the comfort side of things.,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.7,344
ZX 2K Boost 2.0 Shoes,GZ7745,105,$150 ,USD,InStock,Grey,Shoes,adidas United States,Men/Shoes,"Inspired by the digital and tactile satisfaction of our everyday. Reflective pops define the tech upper of the ZX 2K BOOST 2.0. Lace in, let the softness embrace your feet. The cushioning of wrapped Boost brings satisfaction to every step.",adidas,USA,en,4.7,183
ZX 2K Boost 2.0 Shoes,GZ7734,105,$150 ,USD,InStock,White,Shoes,adidas United States,Men/Shoes,"Inspired by the digital and tactile satisfaction of our everyday. Reflective pops define the tech upper of the ZX 2K BOOST 2.0. Lace in, let the softness embrace your feet. The cushioning of wrapped Boost brings satisfaction to every step.",adidas,USA,en,4.7,183
Badge of Sport Classic Tee (Plus size),HA3053,20,$25 ,USD,InStock,Green,Clothing,adidas United States,Women/Clothing,"Whether you're running to the gym or sprinting through your errands, you want to stay comfortable through it all. This adidas tee is made with moisture-absorbing AEROREADY to keep your back feeling dry. An elongated hem with side slits offers styling versatility.,,By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,en,4.3,27
ZX 2K Boost 2.0 Shoes,GY8283,105,$150 ,USD,InStock,Black,Shoes,adidas United States,Men/Shoes,"These adidas ZX shoes may not be about speed anymore, but the running-inspired style still has the look of it. Bright colors flow throughout the textile upper to add a spark of flavor to your daily moves. All of it rides on energy-returning Boost cushioning.,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.7,183
Fleece Sweatshirt,S97358,18,$30 ,USD,InStock,Blue,Clothing,adidas United States,Men/Clothing,"As temperatures start to drop, this sweatshirt keeps you warmed up in soft fleece. The relaxed shape comfortably layers over your workout clothes. Sweat-wicking fabric helps you stay comfortable wherever the day takes you.",adidas,USA,en,4.8,53
Hyperglam Crop Crew Sweatshirt,HE9397,48,$60 ,USD,InStock,Black,Clothing,adidas United States,Women/Clothing,"The Hyperglam Crop Crew Sweatshirt is cozy proof that you can still rock the cropped silhouette trend even when the temperatures drop.​,​,The hem is the only thing falling short in your new favorite wardrobe essential. With comfort at the forefront, the flattering cropped length and relaxed fit make it a casual-cool choice post-Barre class or for when you're catching up with friends in the park.,​,Cut from an unbelievably soft cotton-blend fabric, the iconic 3-Stripes detailing and subtle branding further elevate this winter staple.,​,Wear yours with high-rise sweatpants for maximum style points, or layer over a leotard for additional coverage.",adidas,USA,en,4.7,25
Swift X Shoes,GX8386,60,$85 ,USD,InStock,White,Shoes,adidas United States,Women/Shoes,"If you're looking for versatility, look no further than these adidas Swift X Shoes. Because the streamlined, Colorful style means you can keep things subtle, or go big on the drama. Maybe a mix of both? The point is, it's your call, and these go with just about any outfit. In fact, we can't think of one it wouldn't go with. Who doesn't love a ball gown and sneakers? A statement is a statement no matter where you are.",adidas,USA,en,4.3,55
Hyperglam Crop Crew Sweatshirt,HF4154,48,$60 ,USD,InStock,Purple,Clothing,adidas United States,Women/Clothing,"The Hyperglam Crop Crew Sweatshirt is cozy proof that you can still rock the cropped silhouette trend even when the temperatures drop.​,​,The hem is the only thing falling short in your new favorite wardrobe essential. With comfort at the forefront, the flattering cropped length and relaxed fit make it a casual-cool choice post-Barre class or for when you're catching up with friends in the park.,​,Cut from an unbelievably soft cotton-blend fabric, the iconic 3-Stripes detailing and subtle branding further elevate this winter staple.,​,Wear yours with high-rise sweatpants for maximum style points, or layer over a leotard for additional coverage.",adidas,USA,en,4.7,25
Adilette Slides,H00142,32,$45 ,USD,InStock,White,Shoes,adidas United States,Women/Shoes,You can still wear these adidas slides in cool weather. Just add socks and rock it. Flowers up top are sure to keep you dreaming of sunny days and poolside lounging. When the sun finally does come out? These are ready for it.,adidas,USA,en,4.4,207
Swift X Shoes,GX8387,60,$85 ,USD,InStock,Red,Shoes,adidas United States,Women/Shoes,"If you're looking for versatility, look no further than these adidas Swift X Shoes. Because the streamlined, Colorful style means you can keep things subtle, or go big on the drama. Maybe a mix of both? The point is, it's your call, and these go with just about any outfit. In fact, we can't think of one it wouldn't go with. Who doesn't love a ball gown and sneakers? A statement is a statement no matter where you are.",adidas,USA,en,4.3,55
ZX 2K Boost 2.0 Shoes,GZ7733,105,$150 ,USD,InStock,Blue,Shoes,adidas United States,Men/Shoes,"Inspired by the digital and tactile satisfaction of our everyday. Reflective pops define the tech upper of the ZX 2K BOOST 2.0. Lace in, let the softness embrace your feet. The cushioning of wrapped Boost brings satisfaction to every step.",adidas,USA,en,4.7,183
adidas Sportswear Comfy & Chill Full Zip Hoodie,H45371,56,$70 ,USD,InStock,Grey,Clothing,adidas United States,Men/Clothing,"Make no mistake. Doing nothing is actually doing something. It's resetting. Unwinding. Rewarding all your hard work. So do nothing, or do something – and can we suggest doing it in this adidas hoodie? Because the ultra-soft French terry fabric provides one of the best rewards to it all: comfort. Settle in. It's easy to do with this sweatshirt.",adidas,USA,en,4.2,32
adidas Sportswear Seasonals Stadium Shorts,H47892,32,$40 ,USD,InStock,Black,Clothing,adidas United States,Women/Clothing,"Is there anything that says ease more than sweat shorts? What about comfort? The answer is no. Let us tell you why using these adidas shorts as an example. You've got ultra-cozy French terry material. An elastic, adjustable waist means personalized comfort. Plus they straight up just go practically anywhere. It's universally accepted. Pre-workout, post-session, that's about 23 hours a day you can be feeling good in these shorts.",adidas,USA,en,4.6,8
adidas Sportswear Future Icons Camo Graphic Sweatshirt,HA5836,48,$60 ,USD,InStock,Multicolor,Clothing,adidas United States,Men/Clothing,"Move from gym to work to home without skipping a beat in this adidas sweatshirt. Covered in a modern camouflage design, it brings stealth style to your everyday look. Soft cotton French terry keeps you comfortable every step of the way.,,This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,en,4.9,19
EQ21 Run Shoes,H00541,64,$80 ,USD,InStock,Grey,Shoes,adidas United States,Women/Shoes,"Log miles in confidence with these adidas running shoes. The breathable upper lets your feet stay fresh on long runs. Lightweight cushioning keeps a comfortable spring in your step from the first toe-off to the final heel strike. ,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.4,152
Badge of Sport Classic Tee (Plus size),HA3052,20,$25 ,USD,InStock,Pink,Clothing,adidas United States,Women/Clothing,"Whether you're running to the gym or sprinting through your errands, you want to stay comfortable through it all. This adidas tee is made with moisture-absorbing AEROREADY to keep your back feeling dry. An elongated hem with side slits offers styling versatility.,,By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,en,4.3,27
EQ21 Run Shoes,GW8086,64,$80 ,USD,InStock,Purple,Shoes,adidas United States,Women/Shoes,"Log miles in confidence with these adidas running shoes. The breathable upper lets your feet stay fresh on long runs. Lightweight cushioning keeps a comfortable spring in your step from the first toe-off to the final heel strike. ,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.4,152
adidas Sportswear Comfy & Chill Full Zip Hoodie,H45369,56,$70 ,USD,InStock,Black,Clothing,adidas United States,Men/Clothing,"Make no mistake. Doing nothing is actually doing something. It's resetting. Unwinding. Rewarding all your hard work. So do nothing, or do something – and can we suggest doing it in this adidas hoodie? Because the ultra-soft French terry fabric provides one of the best rewards to it all: comfort. Settle in. It's easy to do with this sweatshirt.",adidas,USA,en,4.2,32
Predators Long Sleeve Tee,H44967,24,$30 ,USD,InStock,Grey,Clothing,adidas United States,Men/Clothing,Go Predators! Represent Nashville in this adidas hockey t-shirt as your team protects the puck. Ultra-soft ringspun cotton gives it a smooth feel to match your enthusiasm.,adidas,USA,en,4.6,5
EQ21 Run Shoes,H00538,56,$80 ,USD,InStock,Grey,Shoes,adidas United States,Women/Shoes,"Log miles in confidence with these adidas running shoes. The breathable upper lets your feet stay fresh on long runs. Lightweight cushioning keeps a comfortable spring in your step from the first toe-off to the final heel strike. ,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.4,152
adidas Equipment Tiro Track Pants,HA2442,40,$50 ,USD,InStock,Black,Clothing,adidas United States,Men/Clothing,"It's been three decades since adidas Equipment style made its indelible mark on soccer culture. To celebrate its larger-than-life look, these Tiro pants go all out with bold blocks of color down the sides and a two-tone adidas Badge of Sport on the hip. AEROREADY absorbs moisture, and a classic Tiro tapered fit keeps you streamlined in case you need to show off your fancy footwork.",adidas,USA,en,4.8,42
Badge of Sport Classic Tee (Plus size),HA3054,20,$25 ,USD,InStock,Purple,Clothing,adidas United States,Women/Clothing,"Whether you're running to the gym or sprinting through your errands, you want to stay comfortable through it all. This adidas tee is made with moisture-absorbing AEROREADY to keep your back feeling dry. An elongated hem with side slits offers styling versatility.,,By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,en,4.3,27
Fold-Cuff Crew Socks 3 Pairs,H32387,10,$14 ,USD,InStock,White,Accessories,adidas United States,Originals/Accessories,"Classic crew socks. Is there anything better? How about a touch of adidas attitude and the option to wear them two ways. Pull these socks up high to rep your brand pride, or fold down the cuff to flaunt a Trefoil on the other side. One up and one down? You've got options.,,This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,en,4.7,76
Fold-Cuff Crew Socks 3 Pairs,GN4894,9,$14 ,USD,InStock,White,Accessories,adidas United States,Originals/Accessories,"Classic crew socks. Is there anything better? How about a touch of adidas attitude and the option to wear them two ways. Pull these socks up high to rep your brand pride, or fold down the cuff to flaunt a Trefoil on the other side. One up and one down? You've got options.,,This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,en,4.7,76
adidas x Zoe Saldana Feelbrilliant AEROREADY 7/8 Printed Sport Tights,GS3917,40,$50 ,USD,InStock,Blue,Clothing,adidas United States,Women/Clothing,"Move through your day with total confidence in these adidas tights. A snug fit lets you bend and flex naturally, with coverage in all the right places. Stay feeling fresh and dry even after a sweaty workout and get on with your day without missing a beat.",adidas,USA,en,4.5,29
adidas Sleek Shoes,H00474,56,$80 ,USD,InStock,White,Shoes,adidas United States,Women/Shoes,"In collaboration with HER Studio London, these adidas Sleek Shoes keep things clean while adding a pop of color on the heel. Because it wouldn't be a collaboration with the women-led design studio if there wasn't a distinctive print. It's their signature, after all. Perforated 3-Stripes root the look in adidas heritage.,,This product is made with Primegreen, a series of high-performance recycled materials. 50% of upper is recycled content. No virgin polyester.",adidas,USA,en,4.6,608
Marimekko Oversize Tee,H20475,32,$40 ,USD,InStock,Black,Clothing,adidas United States,Women/Clothing,"Celebrate color. Celebrate you. Wrap up in a bright, bold print from Finnish design house Marimekko and dare to let your creative, colorful and absolutely unique voice shine. The loose cut and soft cotton of this adidas t-shirt keep you comfy while you're at it. ,,By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,en,4.8,47
Classic Waist Bag,GU0890,16,$20 ,USD,InStock,Black,Accessories,adidas United States,Training/Accessories,"When you've got ground to cover and places to be, you don't want to get bogged down by your gear. Travel fast and light with this adidas waist bag. Buckle it around your waist to go hands-free or sling it across your body to tie off your look. However you wear it, all your essentials will stay securely zipped inside. ,,This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,en,5,1
Cropped Letter Hoodie,H20233,52,$65 ,USD,InStock,Red,Clothing,adidas United States,Women/Clothing,"Play up casual style with a bold adidas graphic. This cropped hoodie takes your look to the next level with collegiate block lettering on the raglan sleeves. Soft French terry keeps you comfortable all day. Pair with a denim skirt and platform shoes for an outfit that feels effortlessly cool. ,,By buying cotton products from us, you're supporting more sustainable cotton farming. This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,en,4.2,5
AEROREADY Designed to Move Sport Motion Logo Hoodie,H28797,52,$65 ,USD,InStock,Grey,Clothing,adidas United States,Men/Clothing,"For the person who's always on the move, this training hoodie matches your busy lifestyle step for step. From a morning run to a chilly shootaround in the park, stay layered up and warm while moving freely and comfortably. The adidas Badge of Sport completes the sports-inspired, daily-wear look.",adidas,USA,en,4.8,89
Tensor Run Shoes,GZ2668,36,$45 ,USD,InStock,White,Shoes,adidas United States,Kids/Shoes,"One pair for every activity? In these kids' shoes, they'll stay comfortable everywhere they roam. The breathable upper keeps feet cool while a lightweight unitsole cushions their steps. Welded 3-Stripes on the sides are instantly recognizable.",adidas,USA,en,4.8,580
Supernova+ Shoes,FY2858,96,$120 ,USD,InStock,White,Shoes,adidas United States,Men/Shoes,"Take off. Touch down. Repeat. The process is simple, but not always easy. These adidas running shoes keep you comfortable from your first mile to your first race. The plus in the name refers to the extra Boost in the hybrid midsole, which gives this version of the Supernova more energy return. The engineered mesh upper provides support and ventilation where you need it most.",adidas,USA,en,4.5,275
Predator Freak.3 Turf Shoes,FY0623,64,$80 ,USD,InStock,Black,Shoes,adidas United States,Soccer/Shoes,"Walls can't contain you. Rivals can't hold you back. On the court, you're in control. Release your full force of nature in Predator Freak. Their supportive mid-cut design and grippy rubber outsole ensure these adidas soccer shoes keep you dominating on artificial turf. 3D-printed Demonscale elements spread further across their coated mesh upper to help you improve your mastery of the ball.",adidas,USA,en,4.5,214
Adicolor Classics Collegiate Cropped Hoodie,H37831,59,$65 ,USD,InStock,Pink,Clothing,adidas United States,Women/Clothing,"Ease takes many forms. One of them is this adidas hoodie. It's all about comfort with a super-soft feel, ribbed details and a hood you can pull up when you want to tune out from the world a little more. ,,By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,en,4.6,14
Waist Bag,H09044,19,$23 ,USD,InStock,Burgundy,Accessories,adidas United States,Women/Accessories,"If you appreciate the finer things, you'll appreciate the total glam of this adidas waist bag. Toss in your phone, keys and cash, buckle it on and walk out the door. When you do, you'll feel the spotlight on your every step, thanks to luxe satin and pops of gold.,,This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,en,4.6,29
Designed to Move High-Rise Sport Zebra 7/8 Tights,GR9652,36,$45 ,USD,InStock,Black,Clothing,adidas United States,Women/Clothing,"Lunge, twist and stretch through your full range of motion. These adidas training tights have a stretchy build that lets you move freely. The AEROREADY tights absorb moisture to keep you dry during rush hour at the gym. Tuck workout reminders into the back pocket where they're easy to access. ,,This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,en,3.7,20
Funny Dino Tee (Gender Neutral),H13478,25,$35 ,USD,InStock,White,Clothing,adidas United States,Men/Clothing,"You know that friend who always has a clever joke and a smile? The one who walks in a room and brings good vibes with them? Well, in this adidas t-shirt, that friend is you. Just look at the dino. He's downright prehistoric, and even he's having a good time. ,,By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,en,4.9,35
adidas x Classic LEGO® Track Suit,H26649,60,$75 ,USD,InStock,Blue,Clothing,adidas United States,Kids/Clothing,Unleash your little athlete's creativity and there's no limit to what they can accomplish. This kids' track suit is part of adidas' partnership with LEGO Group. Cotton-blend French terry keeps kids comfortable as they move. Bright primary colors and graphics nod to the LEGO® bricks that are an icon of childhood.,adidas,USA,en,5,6
QT Racer Sport Shoes,Q46321,52,$65 ,USD,InStock,Black,Shoes,adidas United States,Women/Shoes,"These adidas shoes give you a smooth ride all day long, from your morning run to afternoon errands and then a backyard hangout at night. The Lightmotion midsole delivers super-lightweight cushioning you'll truly appreciate as the hours pass. ,,This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",adidas,USA,en,4.4,454
Predator Freak.3 Turf Shoes,FY1039,48,$60 ,USD,InStock,Black,Shoes,adidas United States,Kids/Shoes,"Walls can't contain you. Rivals can't hold you back. On the court, you're in control. Release your full force of nature in Predator Freak. These juniors' adidas turf soccer shoes dial up the stability with a supportive mid-cut design. 3D-printed Demonscale elements spread further across the synthetic upper to help you dominate the ball.",adidas,USA,en,4.7,117
QT Racer Sport Shoes,Q46322,46,$65 ,USD,InStock,Grey,Shoes,adidas United States,Women/Shoes,"These adidas shoes give you a smooth ride all day long, from your morning run to afternoon errands and then a backyard hangout at night. The Lightmotion midsole delivers super-lightweight cushioning you'll truly appreciate as the hours pass. ,,This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",adidas,USA,en,4.4,454
Supernova+ Shoes,S42716,96,$120 ,USD,InStock,Black,Shoes,adidas United States,Men/Shoes,"Take off. Touch down. Repeat. The process is simple, but not always easy. These adidas running shoes keep you comfortable from your first mile to your first race. The plus in the name refers to the extra Boost in the hybrid midsole, which gives this version of the Supernova more energy return. The engineered mesh upper provides support and ventilation where you need it most.",adidas,USA,en,4.5,275
QT Racer Sport Shoes,GW4842,46,$65 ,USD,InStock,White,Shoes,adidas United States,Women/Shoes,"These adidas shoes give you a smooth ride all day long, from your morning run to afternoon errands and then a backyard hangout at night. The Lightmotion midsole delivers super-lightweight cushioning you'll truly appreciate as the hours pass. ,,This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",adidas,USA,en,4.4,454
QT Racer Sport Shoes,GW4843,46,$65 ,USD,InStock,Pink,Shoes,adidas United States,Women/Shoes,"These adidas shoes give you a smooth ride all day long, from your morning run to afternoon errands and then a backyard hangout at night. The Lightmotion midsole delivers super-lightweight cushioning you'll truly appreciate as the hours pass. ,,This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",adidas,USA,en,4.4,454
Superstar Star Wars Shoes,FX5938,53,$75 ,USD,InStock,White,Shoes,adidas United States,Kids/Shoes,"Feel the Force every time you lace up in these juniors' adidas Superstar shoes. A basketball icon with over 50 years of history, these classic shoes have never shied away from breaking rules and pushing boundaries. Made in collaboration with Star Wars™, this version pays tribute to that rebellious attitude with playful graphics depicting Star Wars characters trying out new hobbies. After all, the Force should always we used for good.",adidas,USA,en,4.8,59
ZX 360 Shoes,S23979,36,$45 ,USD,InStock,Pink,Shoes,adidas United States,Kids/Shoes,"There's no one right way to move. As toddlers learn to explore the world around them, these adidas ZX 360 Shoes support them on their journey. The slip-on design makes them easy to get on and off so that they, and you, can get out the door quickly.",adidas,USA,en,4.8,18
Ultraboost 21 Shoes,FZ2929,128,$160 ,USD,InStock,White,Shoes,adidas United States,Kids/Shoes,"Prototype after prototype. Innovation after innovation. Testing after testing. Meet us in the hot pursuit of the pinnacle harmonization of weight, cushioning, and responsiveness. Ultraboost 21. Say hello to incredible energy return.",adidas,USA,en,4.6,241
X9000L4 Shoes,S23667,98,$140 ,USD,InStock,Black,Shoes,adidas United States,Men/Shoes,"A few miles can be enough to reset your mind. These adidas running shoes keep you feeling good on short- to mid-distance runs. They ride on a full-length Boost midsole, which returns energy with every stride. The design draws inspiration from the virtual realm, with shocks of color and semi-translucent details that are reminiscent of a glowing screen. A glitched pattern on the outsole offers grippy traction on city streets.",adidas,USA,en,4.5,21
QT Racer Sport Shoes,FY5680,46,$65 ,USD,InStock,Black,Shoes,adidas United States,Women/Shoes,"These adidas shoes give you a smooth ride all day long, from your morning run to afternoon errands and then a backyard hangout at night. The Lightmotion midsole delivers super-lightweight cushioning you'll truly appreciate as the hours pass. ,,This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",adidas,USA,en,4.4,454
EQ21 Run Shoes,H00515,64,$80 ,USD,InStock,Grey,Shoes,adidas United States,Men/Shoes,"When running is your sport, there's nothing you love more than that daily run. Log miles in ultimate comfort when you lace up in these adidas shoes. A breathable upper keeps feet feeling cool and fresh on warm days. Lightweight cushioning makes each step more enjoyable. ,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.6,146
EQ21 Run Shoes,H00521,72,$80 ,USD,InStock,Black,Shoes,adidas United States,Men/Shoes,"When running is your sport, there's nothing you love more than that daily run. Log miles in ultimate comfort when you lace up in these adidas shoes. A breathable upper keeps feet feeling cool and fresh on warm days. Lightweight cushioning makes each step more enjoyable. ,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.6,146
EQ21 Run Shoes,H00519,64,$80 ,USD,InStock,Grey,Shoes,adidas United States,Men/Shoes,"When running is your sport, there's nothing you love more than that daily run. Log miles in ultimate comfort when you lace up in these adidas shoes. A breathable upper keeps feet feeling cool and fresh on warm days. Lightweight cushioning makes each step more enjoyable. ,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.6,146
X9000L4 Shoes,GY0127,112,$140 ,USD,InStock,Black,Shoes,adidas United States,Men/Shoes,"A few miles can be enough to reset your mind. These adidas running shoes keep you feeling good on short- to mid-distance runs. They ride on a full-length Boost midsole, which returns energy with every stride. The design draws inspiration from the virtual realm, with shocks of color and semi-translucent details that are reminiscent of a glowing screen. A glitched pattern on the outsole offers grippy traction on city streets.",adidas,USA,en,4.5,21
Manga Short Sleeve Tee,HD9084,32,$40 ,USD,InStock,Blue,Clothing,adidas United States,Men/Clothing,"Channel your inner monster in this playful tee from adidas x Disney. It has a graphic of Pixar's Sulley on the side, reimagined as a manga character. Soft cotton fabric means you'll be comfy, not scared. ,,By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,en,4.9,15
Supernova+ Shoes,FX6655,84,$120 ,USD,InStock,White,Shoes,adidas United States,Men/Shoes,"The run really begins the moment you forget that you're running. These adidas shoes provide total comfort to help you free your mind. They're made with beginner runners in mind, with an engineered mesh upper that gives you targeted support and ventilation. A combination of Boost and Bounce in the midsole provides an ideal mix of energy return and spring.",adidas,USA,en,4.5,275
Retrorun Shoes,GZ5355,52,$65 ,USD,InStock,Black,Shoes,adidas United States,Women/Shoes,"From low key to dressy, these versatile adidas shoes pair with a variety of looks. The plush feel keeps you comfortable on casual strolls through the park and long afternoons on your feet. The retro design has suede overlays for a sharp finish.",adidas,USA,en,4.5,762
EQ21 Run Shoes,H00512,72,$80 ,USD,InStock,Black,Shoes,adidas United States,Men/Shoes,"When running is your sport, there's nothing you love more than that daily run. Log miles in ultimate comfort when you lace up in these adidas shoes. A breathable upper keeps feet feeling cool and fresh on warm days. Lightweight cushioning makes each step more enjoyable. ,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.6,146
ZX 8000 Shoes,H01399,84,$120 ,USD,InStock,Beige,Shoes,adidas United States,Men/Shoes,"The ZX 8000s have had collectors searching far and wide since their release in the mid 2000s. It's all part of the game, and now we're giving you a shortcut to win. The legendary adidas shoes are right here, right now, ready for your feet. No hunt required. They build on one of the most iconic colorways of the model's history, but with a twist of course. The signature Torsion bar is still there, and the iconic heel TPU counter too. They wouldn't be part of the ZX thousand series without them.",adidas,USA,en,4.8,83
Grand Court Shoes,GW4852,36,$45 ,USD,InStock,White,Shoes,adidas United States,Kids/Shoes,"Tennis-inspired design gives these children's sneakers a clean and polished look that never goes out of style. These adidas shoes were clearly born from heritage '70s models, but whether they know that or not, your child is sure to recognize a good thing when they see it. Meant for everyday, all-day wear, the shoes have a cozy sockliner for extra comfort.",adidas,USA,en,4.8,31
Supernova+ Shoes,FX6658,84,$120 ,USD,InStock,Black,Shoes,adidas United States,Men/Shoes,"The run really begins the moment you forget that you're running. These adidas shoes provide total comfort to help you free your mind. They're made with beginner runners in mind, with an engineered mesh upper that gives you targeted support and ventilation. A combination of Boost and Bounce in the midsole provides an ideal mix of energy return and spring.",adidas,USA,en,4.5,275
